,date,ndvi
651,2000-01-03,
207,2000-01-11,0.5788497716188431
993,2000-01-18,0.5754095296065013
1373,2000-01-26,0.5632255524396895
208,2000-01-27,
994,2000-02-03,0.5946406116088231
1374,2000-02-11,0.6172094364960988
995,2000-02-19,
652,2000-02-20,0.5991366863250732
209,2000-02-28,0.6469922284285228
996,2000-03-06,0.5754331707954407
653,2000-03-07,
210,2000-03-15,0.6473404874404273
997,2000-03-22,0.6358208119869232
211,2000-03-31,0.6635303805271785
998,2000-04-07,
212,2000-04-16,0.22971180627743404
999,2000-04-23,
213,2000-05-02,0.6629107077916463
654,2000-05-10,
214,2000-05-18,0.021581239245521525
1000,2000-05-25,
1375,2000-06-02,0.5650366167227427
215,2000-06-03,0.6900492747624716
1001,2000-06-10,0.61479685207208
1376,2000-06-18,0.6765274882316589
1002,2000-06-26,0.7646957953770955
1003,2000-07-12,0.7844113488992055
1004,2000-07-28,0.7016211628913879
655,2000-07-29,
216,2000-08-06,0.7224346737066906
217,2000-08-22,
656,2000-08-30,0.6289783179759979
218,2000-09-07,
657,2000-09-15,0.6584409296512603
1377,2000-09-22,0.7063195029894511
219,2000-09-23,0.6813473502794901
1005,2000-09-30,
658,2000-10-01,
220,2000-10-09,0.6554295818010966
1006,2000-10-16,0.6423597166935603
1378,2000-10-24,0.6567756116390228
221,2000-10-25,
1007,2000-11-01,0.6421441833178202
222,2000-11-10,
1008,2000-11-17,0.6147535463174184
659,2000-11-18,0.5753124545017879
223,2000-11-26,0.5852036585410437
1009,2000-12-03,0.5616997291644414
1379,2000-12-11,0.5383627166350682
224,2000-12-12,0.5320751170317332
225,2000-12-28,0.5333326359589895
1010,2001-01-04,0.5347210427125294
660,2001-01-05,0.5196897447109222
1380,2001-01-12,0.4962916900714238
226,2001-01-13,0.5167657474676769
1011,2001-01-20,0.5381632705529531
661,2001-01-21,0.5192756354808807
1381,2001-01-28,0.5152450422445933
227,2001-01-29,0.549021311601003
1012,2001-02-05,0.5206237822771073
662,2001-02-06,0.5207061072190603
1382,2001-02-13,0.43148424724737794
228,2001-02-14,
1013,2001-02-21,
663,2001-02-22,
1383,2001-03-01,0.5658630440632503
229,2001-03-02,0.5442956060171127
1014,2001-03-09,
664,2001-03-10,0.5332947631676992
1384,2001-03-17,
230,2001-03-18,0.5577260335286458
1015,2001-03-25,0.5470408389965692
231,2001-04-03,
1385,2001-04-18,0.5521397908528646
232,2001-04-19,
1016,2001-04-26,0.5932032823562623
1017,2001-05-12,0.5640877068042754
1386,2001-05-20,
1387,2001-06-05,0.679696774482727
233,2001-06-06,0.7017806589603423
1018,2001-06-13,
234,2001-06-22,0.4144477287928263
1019,2001-06-29,0.6577551941076915
665,2001-06-30,
1388,2001-07-07,
1020,2001-07-15,
666,2001-07-16,
235,2001-07-24,
667,2001-08-01,0.2742875049511591
1389,2001-08-08,
668,2001-08-17,
669,2001-09-02,0.8083508834242821
236,2001-09-10,0.6395602226257323
1021,2001-09-17,
670,2001-09-18,
1390,2001-09-25,
237,2001-10-12,0.579720244805018
1022,2001-10-19,
238,2001-10-28,
1391,2001-11-12,
239,2001-11-13,0.6003287136554718
1023,2001-11-20,
1392,2001-11-28,0.5395455876986186
240,2001-11-29,0.555059191584587
1024,2001-12-06,0.5330390920241673
1393,2001-12-14,0.5005988816420237
241,2001-12-15,0.531439154346784
1025,2001-12-22,0.5645143806934357
671,2001-12-23,
1394,2001-12-30,0.4938889513413111
242,2001-12-31,
1026,2002-01-07,
672,2002-01-08,0.5480786323547363
1395,2002-01-15,0.48220918178558353
1027,2002-01-23,0.5745114594697952
