,date,ndvi
1290,2000-01-03,0.5511546854091727
852,2000-01-11,0.5945951393650621
408,2000-01-11,0.5942078811280868
853,2000-01-27,0.5865944039714915
409,2000-01-27,0.5878351248057602
1291,2000-02-20,0.5875389264977496
854,2000-02-28,0.6373054036475204
410,2000-02-28,0.6363038879907345
1292,2000-03-07,0.5693372077954091
855,2000-03-15,0.6108564554577898
411,2000-03-15,0.6172524838115249
856,2000-03-31,0.5847056310271364
412,2000-03-31,0.5826166799992246
413,2000-04-16,
857,2000-04-16,
414,2000-05-02,
858,2000-05-02,
1293,2000-05-10,0.5669315717256892
415,2000-05-18,0.04926485806474905
859,2000-05-18,
416,2000-06-03,0.6922072814706037
860,2000-06-03,0.6998712032880929
1294,2000-07-29,0.5303421525470435
1442,2000-07-29,0.5112943698835494
417,2000-08-06,
861,2000-08-06,
418,2000-08-22,
862,2000-08-22,
1295,2000-08-30,
419,2000-09-07,
863,2000-09-07,
1296,2000-09-15,0.6111410518207818
420,2000-09-23,
864,2000-09-23,
1297,2000-10-01,0.5838117757264305
421,2000-10-09,0.6839987482789837
865,2000-10-09,0.6859537534168004
422,2000-10-25,
866,2000-10-25,
423,2000-11-10,
867,2000-11-10,
1298,2000-11-18,0.5438733485043812
1443,2000-11-18,0.5494951135133538
868,2000-11-26,0.5185343448234642
424,2000-11-26,0.5181211669391133
869,2000-12-12,0.6076866985129579
425,2000-12-12,0.6070278017112362
870,2000-12-28,
426,2000-12-28,
1444,2001-01-05,0.5796988834353055
1299,2001-01-05,0.5766804244207301
871,2001-01-13,0.5922776200353641
427,2001-01-13,0.5914394302898661
1300,2001-01-21,0.5671614003506664
428,2001-01-29,0.595655859888667
872,2001-01-29,0.5940856683970717
1301,2001-02-06,0.5837930874217806
1445,2001-02-06,0.5855913020079702
873,2001-02-14,0.584312199593505
429,2001-02-14,0.5856785233825674
1302,2001-02-22,0.5296163839937449
430,2001-03-02,0.6094579657782679
874,2001-03-02,0.605386750548697
1303,2001-03-10,0.5786299380423773
1446,2001-03-10,0.5844440414091511
875,2001-03-18,0.5872333565026598
431,2001-03-18,0.587949291748159
432,2001-04-03,0.5973147829932629
876,2001-04-03,0.5897601667572471
877,2001-04-19,
433,2001-04-19,
878,2001-05-05,
1447,2001-05-13,
879,2001-06-06,0.7111339111386051
434,2001-06-06,0.7204121550940492
880,2001-06-22,
435,2001-06-22,
1304,2001-06-30,
1305,2001-07-16,
881,2001-07-24,
436,2001-07-24,
1448,2001-08-01,
1306,2001-08-01,
1449,2001-08-17,
1307,2001-08-17,
1308,2001-09-02,0.021957763409970896
1450,2001-09-02,
437,2001-09-10,0.7291794037803664
882,2001-09-10,0.7217864564541356
1451,2001-09-18,
1309,2001-09-18,
883,2001-09-26,
438,2001-10-12,0.7104004325006931
884,2001-10-12,0.7039758934236854
885,2001-10-28,0.55343576669693
439,2001-10-28,0.44494343712652035
1452,2001-11-05,
440,2001-11-13,0.6695195584727066
886,2001-11-13,0.6703301592708548
441,2001-11-29,0.6587050456525114
887,2001-11-29,0.655421010444841
442,2001-12-15,0.634601687531337
888,2001-12-15,0.634545642091795
1310,2001-12-23,0.6288272349349677
1453,2001-12-23,0.6313284086754256
443,2001-12-31,0.6274811864051673
889,2001-12-31,0.6284709040771055
1311,2002-01-08,0.6211487072355607
1454,2002-01-08,0.6251515934000844
1455,2002-01-24,0.6041693109304399
890,2002-02-01,0.6376678795765732
444,2002-02-01,0.6387243496868618
1312,2002-02-09,0.584641596469123
891,2002-02-17,0.6269418448590866
445,2002-02-17,0.6277976824194574
1313,2002-02-25,0.5855843587909514
1456,2002-02-25,0.584344868274296
892,2002-03-05,0.6266482936985354
446,2002-03-05,0.6228566489103811
1314,2002-03-13,0.013608824373001144
447,2002-03-21,0.6268561721000524
893,2002-03-21,0.6233973158594897
448,2002-04-06,
1315,2002-04-14,0.4624163285225856
1457,2002-04-14,0.45875388751956414
894,2002-04-22,
449,2002-04-22,
895,2002-05-08,0.6776203071446064
450,2002-05-08,0.6734986753796068
896,2002-05-24,
451,2002-05-24,
1316,2002-06-17,0.6290294992192017
1458,2002-06-17,0.6370023451269129
452,2002-06-25,
1459,2002-07-03,0.569604145463013
1317,2002-07-03,0.5702572501147799
897,2002-07-11,
453,2002-07-11,
898,2002-07-27,0.742046212220131
454,2002-07-27,0.7507235399444999
1318,2002-08-04,
1460,2002-08-04,
