,date,ndvi
1354,2000-01-03,
910,2000-01-11,0.6243169023232026
190,2000-01-18,0.6066691360690376
570,2000-01-26,0.5985463211933771
911,2000-01-27,
191,2000-02-03,0.6223906563086944
571,2000-02-11,0.6377381917202112
192,2000-02-19,
1355,2000-02-20,0.6271575445478613
912,2000-02-28,0.6677395046660394
193,2000-03-06,
1356,2000-03-07,
913,2000-03-15,0.6734393740242176
194,2000-03-22,0.6427556520158594
914,2000-03-31,0.6769683668107698
195,2000-04-07,
915,2000-04-16,0.15996104162750824
196,2000-04-23,
916,2000-05-02,0.6971147642894224
1357,2000-05-10,
917,2000-05-18,0.03954916105916103
197,2000-05-25,
572,2000-06-02,0.6072467384916364
918,2000-06-03,0.7335273194493669
198,2000-06-10,0.7001750704013939
573,2000-06-18,0.7152488227143432
199,2000-06-26,0.8105921058943778
200,2000-07-12,0.8001663468100807
201,2000-07-28,0.7494281268481053
1358,2000-07-29,
919,2000-08-06,0.7630752040581269
920,2000-08-22,
1359,2000-08-30,0.667686336419799
921,2000-09-07,
1360,2000-09-15,0.6440092754183394
574,2000-09-22,0.7015400863055027
922,2000-09-23,0.7001305222511292
202,2000-09-30,
1361,2000-10-01,
923,2000-10-09,0.6602295271374963
203,2000-10-16,0.6126611350160657
575,2000-10-24,
924,2000-10-25,
204,2000-11-01,
925,2000-11-10,
205,2000-11-17,0.583750636288614
1362,2000-11-18,0.5777423639189113
926,2000-11-26,0.6145179939992499
206,2000-12-03,0.6039482874400687
576,2000-12-11,0.5897468770995284
927,2000-12-12,0.6004797567923864
928,2000-12-28,0.6149682289723193
207,2001-01-04,0.6079533660050594
1363,2001-01-05,0.6109257931962158
577,2001-01-12,0.575502598375985
929,2001-01-13,0.6125348657369614
208,2001-01-20,0.6168568043997793
1364,2001-01-21,0.6079386206287326
578,2001-01-28,0.5911326616099387
930,2001-01-29,0.618234859271483
209,2001-02-05,0.615881757754268
1365,2001-02-06,0.6144042164087296
579,2001-02-13,
931,2001-02-14,
210,2001-02-21,
1366,2001-02-22,
580,2001-03-01,0.6508057894128741
932,2001-03-02,0.6390958834778179
211,2001-03-09,
1367,2001-03-10,0.6203357019659245
581,2001-03-17,
933,2001-03-18,0.6637802959391566
212,2001-03-25,0.6516287155223615
934,2001-04-03,
582,2001-04-18,0.6440255136200875
935,2001-04-19,
213,2001-04-26,0.6923927249330463
214,2001-05-12,0.6085294737960353
583,2001-05-20,
584,2001-06-05,0.7277562369902929
936,2001-06-06,0.7645738341591574
215,2001-06-13,
937,2001-06-22,0.4620664228092541
216,2001-06-29,0.7480540817434137
1368,2001-06-30,
585,2001-07-07,
217,2001-07-15,
1369,2001-07-16,
938,2001-07-24,
1370,2001-08-01,0.19702974375751284
586,2001-08-08,0.693405761597333
1371,2001-08-17,0.37462871689349414
1372,2001-09-02,0.7639578978220621
939,2001-09-10,0.7051790433399606
218,2001-09-17,
1373,2001-09-18,0.615195192622416
587,2001-09-25,
940,2001-10-12,0.6793602009614309
219,2001-10-19,
941,2001-10-28,
588,2001-11-12,
942,2001-11-13,
220,2001-11-20,
589,2001-11-28,0.6440975377053925
943,2001-11-29,0.65526308074142
221,2001-12-06,0.6362902201486357
590,2001-12-14,0.5888191655729756
944,2001-12-15,0.6377199120593794
222,2001-12-22,0.6409783602663967
1374,2001-12-23,
591,2001-12-30,0.579038353580417
945,2001-12-31,
223,2002-01-07,
1375,2002-01-08,0.6058545961524501
592,2002-01-15,0.562853322336168
224,2002-01-23,0.6353506775516452
593,2002-01-31,0.6346134024135994
946,2002-02-01,0.6298112106142623
225,2002-02-08,
1376,2002-02-09,0.599338172511621
594,2002-02-16,
947,2002-02-17,
226,2002-02-24,
1377,2002-02-25,
595,2002-03-04,0.6538926543611469
948,2002-03-05,0.6591278179125353
227,2002-03-12,0.6523317970109708
1378,2002-03-13,
596,2002-03-20,0.6942630735310641
949,2002-03-21,0.6818339404734698
228,2002-03-28,0.6873358722889061
950,2002-04-06,
229,2002-04-13,
1379,2002-04-14,0.6353703251390747
951,2002-04-22,
230,2002-04-29,
952,2002-05-08,
953,2002-05-24,
231,2002-06-16,
1380,2002-06-17,0.692523074872566
954,2002-06-25,0.5949345711957325
232,2002-07-02,0.7444221883109122
1381,2002-07-03,0.6238553293726662
597,2002-07-10,0.7626663717356594
955,2002-07-11,0.726729030861999
956,2002-07-27,0.7846293878374677
233,2002-08-03,
1382,2002-08-04,
957,2002-08-12,0.7738583593657523
234,2002-08-19,
958,2002-09-13,0.6992627201658307
235,2002-09-20,0.6551672649202924
959,2002-09-29,0.6862329185912103
236,2002-10-06,
960,2002-10-15,0.7212928716883514
237,2002-10-22,0.6340598554322214
961,2002-10-31,
238,2002-11-07,0.45271386206150055
962,2002-11-16,
239,2002-11-23,
963,2002-12-02,
964,2002-12-18,0.6243533984278188
240,2002-12-25,0.64055633725542
965,2003-01-03,
241,2003-01-10,0.6341957924040881
966,2003-01-19,0.6552062418424721
967,2003-02-04,0.6448517608823198
242,2003-02-11,
968,2003-02-20,0.6436418123317487
243,2003-02-27,0.6466519710692492
969,2003-03-08,
244,2003-03-15,0.6625625500173279
970,2003-03-24,0.7013740237012055
245,2003-03-31,0.6892243655342045
971,2003-04-09,0.7102026943907592
246,2003-05-02,0.59888512663769
972,2003-05-11,0.616600066423416
247,2003-05-18,
973,2003-05-27,0.8065314574675125
598,2003-06-27,
1383,2003-07-06,0.001564543490530923
599,2003-07-13,0.6866164202942993
248,2003-07-21,0.7556321899450961
1384,2003-08-07,
600,2003-08-14,0.7222623834104249
974,2003-08-15,0.6589846521615982
249,2003-08-22,0.6925407908179544
1385,2003-08-23,0.6512274724064452
601,2003-08-30,
1386,2003-09-08,0.6344172001788111
602,2003-09-15,0.6527833505110306
250,2003-09-23,0.6809738228718439
1387,2003-09-24,0.624031842658014
603,2003-10-01,0.4489228129386902
975,2003-10-02,0.6357493579889387
1388,2003-10-10,0.6155980134552176
604,2003-10-17,0.6292405566482833
976,2003-10-18,0.647603883616852
251,2003-10-25,
252,2003-11-10,0.6426679158494586
605,2003-11-18,
977,2003-11-19,0.6432352513074875
253,2003-11-26,
1389,2003-11-27,0.41662834189606435
978,2003-12-05,0.35053080320358276
254,2003-12-12,0.6256319532791773
1390,2003-12-13,0.5949942880507672
606,2003-12-20,0.5955451979781642
979,2003-12-21,0.589473259590921
255,2003-12-28,0.6125029271299188
1391,2003-12-29,
607,2004-01-05,0.5957041184107463
980,2004-01-06,0.4689893002311389
256,2004-01-13,
1392,2004-01-14,
608,2004-01-21,
981,2004-01-22,0.6640151043732961
257,2004-01-29,0.6030750662991495
1393,2004-01-30,0.589891738060749
982,2004-02-07,
258,2004-02-14,
1394,2004-02-15,
609,2004-02-22,0.559332809213436
983,2004-02-23,0.5998994089938976
1395,2004-03-02,0.6220522373914719
610,2004-03-09,
984,2004-03-10,
259,2004-03-17,0.6065163679775738
1396,2004-03-18,0.6211376172123534
611,2004-03-25,0.6292200336853664
985,2004-03-26,0.5533626745144525
260,2004-04-02,0.6786134816480405
1397,2004-04-03,0.632617328654636
612,2004-04-10,0.6515329850442483
986,2004-04-11,0.7006160684481815
261,2004-04-18,0.6790190944165895
1398,2004-04-19,0.6452007505929832
613,2004-04-26,0.6641982816385501
987,2004-04-27,
1399,2004-05-05,
614,2004-05-12,0.6437516131184319
988,2004-05-13,0.7708052545785904
1400,2004-05-21,
615,2004-05-28,
989,2004-05-29,0.7170396271077069
262,2004-06-05,0.7296798762046929
1401,2004-06-06,0.6709981194951319
616,2004-06-13,
990,2004-06-14,0.7122446117420046
617,2004-06-29,0.7195298120830996
991,2004-06-30,0.8351618577133527
263,2004-07-07,0.6286648430482106
1402,2004-07-08,0.6373282598726677
618,2004-07-15,0.7150437262925236
992,2004-07-16,0.7034424895590002
264,2004-07-23,
1403,2004-07-24,0.43770470989472937
619,2004-07-31,
993,2004-08-01,
1404,2004-08-09,
620,2004-08-16,0.6811669491457217
994,2004-08-17,0.7352001196055701
265,2004-08-24,
1405,2004-08-25,
621,2004-09-01,0.6636431528763337
266,2004-09-09,0.627177351878749
1406,2004-09-10,0.6239955154332247
995,2004-09-18,
1407,2004-09-26,
622,2004-10-03,
996,2004-10-04,0.36571962273482117
1408,2004-10-12,0.5959102217898224
623,2004-10-19,0.6231831560532252
997,2004-10-20,
267,2004-10-27,0.6398143122593561
1409,2004-10-28,
624,2004-11-04,0.6152707410581183
998,2004-11-05,0.6388043287125501
1410,2004-11-13,0.5677542097511746
625,2004-11-20,
999,2004-11-21,
268,2004-11-28,0.6302010195724893
1411,2004-11-29,0.6170029522794666
626,2004-12-06,0.5105144715670383
1000,2004-12-07,0.6663062547841084
269,2004-12-14,0.6919564389520221
1412,2004-12-15,
270,2004-12-30,0.6322310020526251
1413,2004-12-31,0.5936748480254953
627,2005-01-07,0.5982601380709447
1001,2005-01-08,0.5854767687204812
271,2005-01-15,0.6089323209253726
1414,2005-01-16,
628,2005-01-23,0.6024392585862767
1002,2005-01-24,0.6353610808199103
1415,2005-02-01,0.5985139468402573
629,2005-02-08,0.5708488934870922
