,date,ndvi
846,2000-01-03,
402,2000-01-11,0.7662691144006593
403,2000-01-27,0.7413910542215619
847,2000-02-20,0.6962445537958827
404,2000-02-28,0.759086155465671
848,2000-03-07,0.5675332341875349
405,2000-03-15,0.7322222292423248
406,2000-03-31,0.7199052561606679
407,2000-04-16,0.4634088618414743
408,2000-05-02,
849,2000-05-10,
409,2000-05-18,0.003018206392880529
410,2000-06-03,0.45339067907509756
850,2000-07-29,0.15662877461207764
411,2000-08-06,0.7116328356977627
412,2000-08-22,
851,2000-08-30,
413,2000-09-07,
852,2000-09-15,0.7363249776618821
414,2000-09-23,0.7724962468658175
853,2000-10-01,
415,2000-10-09,0.7767324053815433
416,2000-10-25,
417,2000-11-10,0.6557428779650707
854,2000-11-18,0.7143813094922474
418,2000-11-26,0.7905681133270264
419,2000-12-12,0.7783735756363187
420,2000-12-28,0.5550507637006896
855,2001-01-05,0.7046113035508564
421,2001-01-13,0.7220889872738293
856,2001-01-21,0.7077171089393752
422,2001-01-29,0.7259598895907402
857,2001-02-06,0.7053797032151904
423,2001-02-14,0.7064518768872533
858,2001-02-22,
424,2001-03-02,0.7226440555283001
859,2001-03-10,0.6636239673410144
425,2001-03-18,0.7142659074493817
426,2001-04-03,
427,2001-04-19,
428,2001-06-06,0.4627005520473127
429,2001-06-22,
860,2001-06-30,
861,2001-07-16,
430,2001-07-24,
862,2001-08-01,
863,2001-08-17,0.5619390638811248
864,2001-09-02,
431,2001-09-10,0.8016982993909291
865,2001-09-18,
432,2001-10-12,0.8009405189326831
433,2001-10-28,
434,2001-11-13,0.81719152203628
435,2001-11-29,0.7997589590294021
436,2001-12-15,0.7694122514554432
866,2001-12-23,0.7355015650391579
437,2001-12-31,0.6908785775303841
867,2002-01-08,0.7397227500166211
438,2002-02-01,0.7369448606457029
868,2002-02-09,0.666108960551875
439,2002-02-17,0.7268077965293612
869,2002-02-25,0.6587529938135829
440,2002-03-05,0.7415416166186333
870,2002-03-13,
441,2002-03-21,0.7189266085624695
442,2002-04-06,0.7649906671472958
871,2002-04-14,0.6331279495997089
443,2002-04-22,
444,2002-05-08,
445,2002-05-24,
872,2002-06-17,0.16794789362774817
446,2002-06-25,
873,2002-07-03,0.20630706261311257
447,2002-07-11,
448,2002-07-27,0.5910171377821033
874,2002-08-04,
449,2002-08-12,0.7339012335453715
450,2002-09-13,0.811412838952882
451,2002-09-29,0.8132161200046539
452,2002-10-15,
453,2002-10-31,
454,2002-11-16,0.8167897718293327
455,2002-12-02,0.7970863357186317
456,2002-12-18,0.7835505604743958
457,2003-01-03,0.7468772338969367
458,2003-01-19,0.7649694127695901
459,2003-02-04,0.737883675311293
460,2003-02-20,0.7239984231335777
461,2003-03-08,
462,2003-03-24,0.7361232893807548
463,2003-04-09,0.7235385360462325
464,2003-05-11,
465,2003-05-27,0.47326731936511945
875,2003-07-06,0.050926301694874256
876,2003-08-07,
466,2003-08-15,0.8005883404795003
877,2003-08-23,0.6839154373322215
878,2003-09-08,0.6795870997011662
879,2003-09-24,0.7260452381202153
467,2003-10-02,0.7866694320525441
880,2003-10-10,0.7368484341672489
468,2003-10-18,0.8152307878647532
469,2003-11-19,0.8000662876229708
881,2003-11-27,
